,dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
2165352,ENSCAFG00000005338,,ENSG00000090013,,ortholog_one2one,89.7959,89.7959
2165552,ENSCAFG00000005340,,ENSG00000167565,,ortholog_one2one,83.5616,93.3673
2165643,ENSCAFG00000005345,,ENSG00000197019,,ortholog_one2one,90.7173,91.1017
2165743,ENSCAFG00000043720,,ENSG00000105227,,ortholog_one2one,90.4762,8.54756
2165907,ENSCAFG00000005355,,ENSG00000160396,,ortholog_one2one,89.4309,89.2857
2166091,ENSCAFG00000005362,,ENSG00000105223,,ortholog_one2one,97.3469,97.3469
2166331,ENSCAFG00000005372,,ENSG00000160392,,ortholog_one2one,92.9078,93.128
2166551,ENSCAFG00000005388,,ENSG00000105221,,ortholog_one2one,70.9156,82.1206
2166835,ENSCAFG00000030355,,ENSG00000105219,,ortholog_one2one,79.2929,47.7204
2166978,ENSCAFG00000030130,,ENSG00000174521,,ortholog_one2one,93.617,92.0502
2167171,ENSCAFG00000005393,,ENSG00000130758,,ortholog_one2many,90.9091,48.218
2167381,ENSCAFG00000048508,,ENSG00000130758,,ortholog_one2many,96.5398,29.2453
2167679,ENSCAFG00000005398,,ENSG00000013275,,ortholog_one2one,100.0,100.0
2167908,ENSCAFG00000005406,,ENSG00000275395,,ortholog_one2one,79.8909,48.7631
2168186,ENSCAFG00000005412,,ENSG00000105202,,ortholog_one2one,98.722,96.2617
2168404,ENSCAFG00000005428,,ENSG00000105204,,ortholog_one2one,87.5543,96.1844
2168672,ENSCAFG00000005439,,ENSG00000186838,,ortholog_one2one,28.7736,35.2601
2168729,ENSCAFG00000005445,,ENSG00000105197,,ortholog_one2one,92.9775,72.5877
2168954,ENSCAFG00000005469,,ENSG00000196235,,ortholog_one2one,96.6964,99.632
2169210,ENSCAFG00000005521,,ENSG00000090924,,ortholog_one2one,78.2421,78.355
2169320,ENSCAFG00000005530,,ENSG00000128016,,ortholog_one2one,83.8806,84.6386
2169528,ENSCAFG00000005533,,ENSG00000063322,,ortholog_one2one,93.6652,93.6652
2169629,ENSCAFG00000005550,,ENSG00000006712,,ortholog_one2one,71.2305,77.4011
2169829,ENSCAFG00000005568,,ENSG00000179134,,ortholog_one2one,83.6228,97.1182
2170048,ENSCAFG00000028607,,ENSG00000130755,,ortholog_one2one,82.0359,96.4789
2170173,ENSCAFG00000005579,,ENSG00000128011,,ortholog_one2one,95.8442,95.7198
2170398,ENSCAFG00000005582,,ENSG00000182393,,ortholog_one2many,74.0741,70.0
2170556,ENSCAFG00000005588,,ENSG00000183709,,ortholog_one2many,73.9796,72.5
2170557,ENSCAFG00000005588,,ENSG00000197110,,ortholog_one2many,75.0,73.5
2170745,ENSCAFG00000005592,,ENSG00000179751,,ortholog_one2one,77.6119,77.6119
2170890,ENSCAFG00000005593,,ENSG00000188505,,ortholog_one2one,84.1509,81.0909
2171072,ENSCAFG00000005606,,ENSG00000130669,,ortholog_one2one,85.2134,94.5854
2171295,ENSCAFG00000005618,,ENSG00000183760,,ortholog_one2one,91.4943,90.8676
2171481,ENSCAFG00000024310,,ENSG00000161243,,ortholog_one2one,43.8692,56.8905
2171648,ENSCAFG00000005622,,ENSG00000269190,,ortholog_one2one,54.4669,67.9856
2171746,ENSCAFG00000005623,,ENSG00000128626,,ortholog_one2one,82.0144,82.6087
2171977,ENSCAFG00000005629,,ENSG00000269547,,ortholog_one2many,77.7563,68.3673
2171978,ENSCAFG00000005629,,ENSG00000104835,,ortholog_one2many,84.3327,83.8462
2172188,ENSCAFG00000042209,,ENSG00000262484,,ortholog_one2one,70.1818,72.5564
2172265,ENSCAFG00000005634,,ENSG00000104825,,ortholog_one2one,89.3557,89.6067
2172408,ENSCAFG00000005638,,ENSG00000068903,,ortholog_one2one,74.8503,64.2673
2172626,ENSCAFG00000005642,,ENSG00000187994,,ortholog_one2one,66.4921,67.3145
2172745,ENSCAFG00000005652,,ENSG00000268083,,ortholog_one2many,32.8231,60.1246
2172746,ENSCAFG00000005652,,ENSG00000104824,,ortholog_one2many,100.0,99.8302
2173004,ENSCAFG00000005661,,ENSG00000104823,,ortholog_one2one,74.4318,79.8781
2173214,ENSCAFG00000005673,,ENSG00000171747,,ortholog_one2one,78.9809,76.7802
2173469,ENSCAFG00000005776,,ENSG00000130402,,ortholog_one2one,75.8383,96.8167
2173718,ENSCAFG00000024191,,ENSG00000205076,,ortholog_one2many,53.0928,75.7353
2173719,ENSCAFG00000024191,,ENSG00000178934,,ortholog_one2many,53.0928,75.7353
2174040,ENSCAFG00000005681,,ENSG00000182472,,ortholog_one2one,80.9764,66.8985
2174164,ENSCAFG00000005866,,ENSG00000178982,,ortholog_one2one,99.5413,99.5413
2174408,ENSCAFG00000005874,,ENSG00000104814,,ortholog_one2one,79.7414,88.8355
2174633,ENSCAFG00000005896,,ENSG00000196218,,ortholog_one2one,96.7447,96.7447
2174929,ENSCAFG00000005909,,ENSG00000171777,,ortholog_one2one,89.3016,89.3016
2175131,ENSCAFG00000005919,,ENSG00000130244,,ortholog_one2one,50.3717,77.6504
2175316,ENSCAFG00000005931,,ENSG00000188766,,ortholog_one2one,92.0879,92.2907
2175506,ENSCAFG00000024052,,ENSG00000179168,,ortholog_one2one,69.0278,76.227
2175593,ENSCAFG00000005937,,ENSG00000099338,,ortholog_one2one,71.7882,71.3546
2175724,ENSCAFG00000005941,,ENSG00000099337,,ortholog_one2one,75.9207,85.623
2175949,ENSCAFG00000005924,,ENSG00000167645,,ortholog_one2one,96.1165,94.586
2176176,ENSCAFG00000005948,,ENSG00000167642,,ortholog_one2one,76.9841,76.9841
2176393,ENSCAFG00000029248,,ENSG00000167641,,ortholog_one2one,77.9221,40.8163
2176614,ENSCAFG00000005957,,ENSG00000011332,,ortholog_one2one,89.7849,80.6763
2176831,ENSCAFG00000005973,,ENSG00000105738,,ortholog_one2one,92.7149,91.4655
2177074,ENSCAFG00000005981,,ENSG00000171804,,ortholog_one2one,68.0684,65.5907
2177371,ENSCAFG00000046847,,ENSG00000198182,,ortholog_one2many,39.4904,8.90805
2177372,ENSCAFG00000046847,,ENSG00000267552,,ortholog_one2many,35.6688,43.0769
2177524,ENSCAFG00000023983,,ENSG00000196967,,ortholog_one2many,79.0194,90.117
2177525,ENSCAFG00000023983,,ENSG00000245680,,ortholog_one2many,77.7651,88.6866
2177526,ENSCAFG00000023983,,ENSG00000267360,,ortholog_one2many,9.00798,65.8333
2177848,ENSCAFG00000031993,,ENSG00000181666,,ortholog_one2one,72.4138,79.6662
2178003,ENSCAFG00000029167,,ENSG00000196437,,ortholog_one2one,92.8779,90.0
2178125,ENSCAFG00000030575,,ENSG00000171827,,ortholog_one2one,90.0885,85.9797
2178244,ENSCAFG00000032282,,ENSG00000197050,,ortholog_one2one,94.186,94.186
2178776,ENSCAFG00000042154,,ENSG00000251247,,ortholog_one2one,93.737,92.0082
2178930,ENSCAFG00000031909,,ENSG00000197863,,ortholog_one2one,84.5426,84.2767
2179064,ENSCAFG00000031804,,ENSG00000180479,,ortholog_one2one,71.5047,88.1773
2179189,ENSCAFG00000028541,,ENSG00000120784,,ortholog_one2one,90.5123,91.9075
2179374,ENSCAFG00000028694,,ENSG00000188227,,ortholog_one2one,86.8812,86.4532
2179571,ENSCAFG00000029513,,ENSG00000185869,,ortholog_one2one,88.345,73.8791
2179886,ENSCAFG00000029949,,ENSG00000142065,,ortholog_one2one,95.5823,89.3058
2180075,ENSCAFG00000028475,,ENSG00000181007,,ortholog_one2one,86.3958,91.9173
2180257,ENSCAFG00000029492,,ENSG00000254004,,ortholog_one2one,93.2039,93.2039
2180427,ENSCAFG00000031624,,ENSG00000186020,,ortholog_one2one,80.1512,75.3108
2180593,ENSCAFG00000047451,,ENSG00000161298,,ortholog_one2one,71.8475,89.0909
2180697,ENSCAFG00000031495,,ENSG00000197808,,ortholog_one2one,84.8148,81.3499
2180852,ENSCAFG00000006524,,ENSG00000189042,,ortholog_one2one,90.3817,91.4992
2180949,ENSCAFG00000031807,,ENSG00000167635,,ortholog_one2one,98.9726,98.9726
2181126,ENSCAFG00000023943,,ENSG00000196357,,ortholog_one2one,89.2308,86.0853
2181300,ENSCAFG00000006578,,ENSG00000161281,,ortholog_one2one,82.5,83.5443
2181409,ENSCAFG00000031314,,ENSG00000126247,,ortholog_one2one,94.4649,79.5031
2181725,ENSCAFG00000006591,,ENSG00000105254,,ortholog_one2one,65.0568,81.2057
2181943,ENSCAFG00000006601,,ENSG00000105258,,ortholog_one2one,100.0,100.0
2182161,ENSCAFG00000006605,,ENSG00000105261,,ortholog_one2one,89.4737,79.4393
2182272,ENSCAFG00000006621,,ENSG00000075702,,ortholog_one2one,82.5945,83.1911
2182424,ENSCAFG00000006649,,ENSG00000161277,,ortholog_one2one,67.5106,58.3942
2182553,ENSCAFG00000006665,,ENSG00000105270,,ortholog_one2one,98.5375,98.5375
2182748,ENSCAFG00000006669,,ENSG00000181392,,ortholog_one2one,44.2464,67.5743
2182881,ENSCAFG00000006683,,ENSG00000205138,,ortholog_one2one,80.5085,82.6087
2182959,ENSCAFG00000006713,,ENSG00000105290,,ortholog_one2one,77.9255,90.0154
2183159,ENSCAFG00000006704,,ENSG00000167604,,ortholog_one2one,78.2961,83.0107
2183385,ENSCAFG00000032284,,ENSG00000126264,,ortholog_one2one,62.2222,60.2151
2183475,ENSCAFG00000006728,,ENSG00000126259,,ortholog_one2one,89.2351,88.983
2183675,ENSCAFG00000006758,,ENSG00000161270,,ortholog_one2one,83.3205,86.946
2183868,ENSCAFG00000006767,,ENSG00000250799,,ortholog_one2one,84.5652,72.5746
2184105,ENSCAFG00000006785,,ENSG00000004777,,ortholog_one2one,92.8836,89.254
2184228,ENSCAFG00000006797,,ENSG00000167595,,ortholog_one2one,76.9231,31.25
2184352,ENSCAFG00000006801,,ENSG00000004776,,ortholog_one2one,93.0818,92.5
2184556,ENSCAFG00000006824,,ENSG00000267796,,ortholog_one2one,71.131,97.1545
2184760,ENSCAFG00000032463,,ENSG00000205155,,ortholog_one2one,99.0099,99.0099
2184955,ENSCAFG00000006856,,ENSG00000161265,,ortholog_one2one,94.5455,94.5455
2185062,ENSCAFG00000006868,,ENSG00000126246,,ortholog_one2one,56.7485,52.1127
2185228,ENSCAFG00000006878,,ENSG00000272333,,ortholog_one2one,89.1329,88.2136
2185346,ENSCAFG00000044777,,ENSG00000011590,,ortholog_one2one,75.498,77.8234
2185473,ENSCAFG00000006902,,ENSG00000105668,,ortholog_one2one,60.5769,69.2308
2185638,ENSCAFG00000006913,,ENSG00000126267,,ortholog_one2many,77.907,77.907
2185721,ENSCAFG00000006916,,ENSG00000126254,,ortholog_one2one,84.803,94.1667
2185833,ENSCAFG00000006938,,ENSG00000249115,,ortholog_one2one,68.6016,82.1485
2185931,ENSCAFG00000031076,,ENSG00000283758,,ortholog_one2one,42.1384,44.6667
2186167,ENSCAFG00000006951,,ENSG00000105675,,ortholog_one2one,94.9087,95.4589
2186366,ENSCAFG00000006960,,ENSG00000105677,,ortholog_one2one,99.5536,99.5536
2186578,ENSCAFG00000006986,,ENSG00000105679,,ortholog_one2one,82.4257,81.6176
2186798,ENSCAFG00000031912,,ENSG00000189001,,ortholog_one2one,48.227,69.1525
2186900,ENSCAFG00000007024,,ENSG00000161249,,ortholog_one2one,53.1197,66.1765
2186975,ENSCAFG00000007025,,ENSG00000188508,,ortholog_one2one,88.8889,88.8889
2187068,ENSCAFG00000007027,,ENSG00000126262,,ortholog_one2one,81.8731,82.1212
2187441,ENSCAFG00000007029,,ENSG00000185897,,ortholog_one2many,61.6337,71.9653
2187442,ENSCAFG00000007029,,ENSG00000126251,,ortholog_one2many,61.6337,71.9653
2187779,ENSCAFG00000007036,,ENSG00000012124,,ortholog_one2one,62.1591,64.5809
2188001,ENSCAFG00000007041,,ENSG00000105695,,ortholog_one2one,96.6722,92.8115
2188212,ENSCAFG00000007048,,ENSG00000105697,,ortholog_one2one,68.2353,69.0476
2188306,ENSCAFG00000007054,,ENSG00000105698,,ortholog_one2one,67.7116,61.8911
2188568,ENSCAFG00000007086,,ENSG00000105699,,ortholog_one2one,84.3895,84.1294
2188778,ENSCAFG00000007093,,ENSG00000177558,,ortholog_one2one,59.8425,61.7886
2188885,ENSCAFG00000007095,,ENSG00000266964,,ortholog_one2one,55.3846,62.6087
2188985,ENSCAFG00000007111,,ENSG00000153902,,ortholog_one2one,94.382,93.8548
2189095,ENSCAFG00000007124,,ENSG00000089356,,ortholog_one2many,52.9915,43.0556
2189096,ENSCAFG00000007124,,ENSG00000285526,,ortholog_one2many,52.9915,54.8673
2189189,ENSCAFG00000007126,,ENSG00000105707,,ortholog_one2one,63.9024,94.2446
2189399,ENSCAFG00000007129,,ENSG00000105711,,ortholog_one2one,61.6034,54.4776
2189750,ENSCAFG00000007157,,ENSG00000089351,,ortholog_one2one,90.0726,92.1933
2189948,ENSCAFG00000032164,,ENSG00000180884,,ortholog_one2one,75.5663,73.8924
2190151,ENSCAFG00000030117,,ENSG00000153896,,ortholog_one2one,86.6667,86.2245
2190540,ENSCAFG00000031202,,ENSG00000197841,,ortholog_one2many,74.9221,78.2114
2190541,ENSCAFG00000031202,,ENSG00000089335,,ortholog_one2many,48.5981,65.272
2190792,ENSCAFG00000007258,,ENSG00000126261,,ortholog_one2one,97.8125,97.8125
2191043,ENSCAFG00000007238,,ENSG00000126249,,ortholog_one2many,78.9189,81.5642
2191044,ENSCAFG00000007238,,ENSG00000266953,,ortholog_one2many,31.6216,55.9809
2191274,ENSCAFG00000007303,,ENSG00000105220,,ortholog_one2many,92.6786,86.9347
2191611,ENSCAFG00000007339,,ENSG00000166398,,ortholog_one2one,95.1969,92.6168
2191879,ENSCAFG00000007350,,ENSG00000257103,,ortholog_one2one,91.7411,88.7689
2192218,ENSCAFG00000007358,,ENSG00000153885,,ortholog_one2one,93.311,98.5866
2192537,ENSCAFG00000024101,,ENSG00000124302,,ortholog_one2one,87.7647,87.9717
2192796,ENSCAFG00000007377,,ENSG00000124299,,ortholog_one2one,92.2921,87.1647
2193059,ENSCAFG00000007405,,ENSG00000153879,,ortholog_one2one,93.1973,91.3333
2193227,ENSCAFG00000007407,,ENSG00000245848,,ortholog_one2one,83.0189,36.8715
2193436,ENSCAFG00000007422,,ENSG00000130876,,ortholog_one2one,94.2197,93.499
2193773,ENSCAFG00000007433,,ENSG00000130881,,ortholog_one2one,62.1118,12.987
2194020,ENSCAFG00000007440,,ENSG00000166359,,ortholog_one2one,66.6667,68.2203
2194170,ENSCAFG00000007457,,ENSG00000076650,,ortholog_one2one,73.9787,89.4737
2194424,ENSCAFG00000007465,,ENSG00000131941,,ortholog_one2one,88.6905,86.8805
2194676,ENSCAFG00000029358,,ENSG00000131944,,ortholog_one2one,55.7312,65.5814
2194931,ENSCAFG00000007486,,ENSG00000121289,,ortholog_one2one,70.9677,75.8621
2195099,ENSCAFG00000007499,,ENSG00000021488,,ortholog_one2one,76.1302,86.4476
2195378,ENSCAFG00000007505,,ENSG00000173809,,ortholog_one2one,78.2576,77.3783
2195615,ENSCAFG00000007509,,ENSG00000186326,,ortholog_one2one,71.8487,72.766
2195825,ENSCAFG00000007533,,ENSG00000105186,,ortholog_one2one,87.5256,81.5238
2196090,ENSCAFG00000007555,,ENSG00000105185,,ortholog_one2one,38.5057,51.938
2196381,ENSCAFG00000007575,,ENSG00000178904,,ortholog_one2one,83.3958,93.2961
2196631,ENSCAFG00000007590,,ENSG00000168813,,ortholog_one2one,89.2147,89.0282
2196903,ENSCAFG00000007592,,ENSG00000121297,,ortholog_one2one,94.3571,94.3571
2197233,ENSCAFG00000007601,,ENSG00000198597,,ortholog_one2one,84.4508,91.0769
2197496,ENSCAFG00000007606,,ENSG00000105176,,ortholog_one2one,70.9321,83.9252
2197753,ENSCAFG00000007614,,ENSG00000105173,,ortholog_one2one,86.5952,78.7805
2198029,ENSCAFG00000007621,,ENSG00000131943,,ortholog_one2one,48.1633,77.6316
2198408,ENSCAFG00000007627,,ENSG00000166289,,ortholog_one2one,54.1936,90.3226
2198690,ENSCAFG00000007630,,ENSG00000105171,,ortholog_one2one,58.5366,65.4545
2198946,ENSCAFG00000007631,,ENSG00000187135,,ortholog_one2one,69.4006,77.193
2199159,ENSCAFG00000007636,,ENSG00000169021,,ortholog_one2one,87.5912,87.5912
2200315,ENSCAFG00000003672,,ENSG00000177283,,ortholog_one2one,84.4406,69.5965
2200569,ENSCAFG00000023176,,ENSG00000177291,,ortholog_one2one,64.9746,34.5946
2200826,ENSCAFG00000003678,,ENSG00000108100,,ortholog_one2one,89.1566,86.8035
2201346,ENSCAFG00000003685,,ENSG00000095794,,ortholog_one2one,85.2778,88.9855
2201586,ENSCAFG00000003705,,ENSG00000108094,,ortholog_one2one,97.358,96.466
2201863,ENSCAFG00000003737,,ENSG00000148498,,ortholog_one2one,94.7536,87.9056
2202162,ENSCAFG00000041263,,ENSG00000124562,,ortholog_one2many,79.8851,77.2222
2202364,ENSCAFG00000003776,,ENSG00000099250,,ortholog_one2one,83.965,93.6078
2202683,ENSCAFG00000003821,,ENSG00000150093,,ortholog_one2one,90.4878,89.9394
2203036,ENSCAFG00000048950,,ENSG00000119616,,ortholog_one2many,76.6355,41.4141
2203494,ENSCAFG00000023478,,ENSG00000095787,,ortholog_one2many,94.2116,72.9521
2203835,ENSCAFG00000023337,,ENSG00000150051,,ortholog_one2many,91.0653,75.2841
2204139,ENSCAFG00000023202,,ENSG00000169126,,ortholog_one2many,84.0114,85.0575
2204631,ENSCAFG00000003859,,ENSG00000150051,,ortholog_one2many,95.4545,95.4545
2204941,ENSCAFG00000028839,,ENSG00000099246,,ortholog_one2one,79.1262,56.0137
2205207,ENSCAFG00000013789,,ENSG00000182077,,ortholog_one2many,55.711,25.0524
2205614,ENSCAFG00000041268,,ENSG00000181626,,ortholog_one2one,43.0508,13.8495
2205706,ENSCAFG00000004397,,ENSG00000136758,,ortholog_one2one,96.5035,89.2626
2206028,ENSCAFG00000004382,,ENSG00000120539,,ortholog_one2one,82.0665,78.6121
2206290,ENSCAFG00000004377,,ENSG00000107897,,ortholog_one2one,87.7127,86.8914
2206608,ENSCAFG00000004365,,ENSG00000136754,,ortholog_one2one,99.2126,99.2126
2206989,ENSCAFG00000004332,,ENSG00000148459,,ortholog_one2one,87.8307,80.0
2207372,ENSCAFG00000004329,,ENSG00000077420,,ortholog_one2one,84.7662,84.3844
2207677,ENSCAFG00000004299,,ENSG00000136750,,ortholog_one2one,96.2393,96.2393
2207939,ENSCAFG00000004279,,ENSG00000095777,,ortholog_one2one,86.1834,86.0767
2208861,ENSCAFG00000023938,,ENSG00000151025,,ortholog_one2one,90.1255,88.642
2209182,ENSCAFG00000004265,,ENSG00000185875,,ortholog_one2one,89.8236,89.0983
2209430,ENSCAFG00000004264,,ENSG00000151023,,ortholog_one2one,87.8431,87.5
2209731,ENSCAFG00000004258,,ENSG00000099256,,ortholog_one2one,93.3014,86.6667
2210093,ENSCAFG00000004249,,ENSG00000107863,,ortholog_one2one,83.3505,82.5843
2210416,ENSCAFG00000004237,,ENSG00000120549,,ortholog_one2one,81.1349,83.8909
2210890,ENSCAFG00000004218,,ENSG00000179133,,ortholog_one2one,54.9296,56.7273
2210988,ENSCAFG00000004215,,ENSG00000148450,,ortholog_one2one,82.2222,81.3187
2211101,ENSCAFG00000004210,,ENSG00000165309,,ortholog_one2one,84.4068,85.6651
2211349,ENSCAFG00000004186,,ENSG00000150867,,ortholog_one2one,100.0,100.0
2211678,ENSCAFG00000004174,,ENSG00000077327,,ortholog_one2one,96.2672,96.2672
2211982,ENSCAFG00000004164,,ENSG00000168283,,ortholog_one2many,73.8532,98.773
2211983,ENSCAFG00000004164,,ENSG00000269897,,ortholog_one2many,97.4771,90.6183
2212474,ENSCAFG00000004152,,ENSG00000136770,,ortholog_one2one,75.4934,82.852
2212736,ENSCAFG00000004145,,ENSG00000078403,,ortholog_one2one,94.4015,91.573
2213214,ENSCAFG00000004142,,ENSG00000180592,,ortholog_one2one,95.4486,80.837
2213615,ENSCAFG00000004130,,ENSG00000078114,,ortholog_one2one,89.0855,89.3491
2213884,ENSCAFG00000004117,,ENSG00000120594,,ortholog_one2one,85.3571,90.3592
2214187,ENSCAFG00000004100,,ENSG00000120616,,ortholog_one2one,97.3872,98.0861
2214731,ENSCAFG00000004076,,ENSG00000170759,,ortholog_one2one,98.5462,98.5462
2215073,ENSCAFG00000004045,,ENSG00000165322,,ortholog_one2one,89.7436,95.1537
2215406,ENSCAFG00000004023,,ENSG00000148516,,ortholog_one2one,94.7556,94.7556
2215743,ENSCAFG00000004017,,ENSG00000183621,,ortholog_one2one,59.9104,64.6135
2215986,ENSCAFG00000004006,,ENSG00000197321,,ortholog_one2one,81.3891,82.5655
2216311,ENSCAFG00000003987,,ENSG00000165757,,ortholog_one2one,64.7361,64.9742
2216480,ENSCAFG00000003984,,ENSG00000107951,,ortholog_one2one,80.6507,80.9278
2216737,ENSCAFG00000003980,,ENSG00000107968,,ortholog_one2one,97.2163,97.2163
2217007,ENSCAFG00000003964,,ENSG00000120563,,ortholog_one2many,71.8121,55.1546
2217008,ENSCAFG00000003964,,ENSG00000151033,,ortholog_one2many,71.8121,55.1546
2217159,ENSCAFG00000030262,,ENSG00000095739,,ortholog_one2one,80.2048,90.3846
2217409,ENSCAFG00000003936,,ENSG00000095787,,ortholog_one2many,97.3289,90.1082
2217758,ENSCAFG00000003894,,ENSG00000150054,,ortholog_one2one,89.1586,95.6597
2218673,ENSCAFG00000003862,,ENSG00000169126,,ortholog_one2many,85.8276,82.9502
2219217,ENSCAFG00000004413,,ENSG00000165997,,ortholog_one2one,100.0,100.0
2219479,ENSCAFG00000004422,,ENSG00000241058,,ortholog_one2one,88.2729,88.2729
2219721,ENSCAFG00000004474,,ENSG00000165995,,ortholog_one2one,96.6019,90.4545
2220038,ENSCAFG00000004488,,ENSG00000148482,,ortholog_one2one,83.7446,83.5022
2220277,ENSCAFG00000004496,,ENSG00000260314,,ortholog_one2one,85.6546,84.478
2220876,ENSCAFG00000031319,,ENSG00000148483,,ortholog_one2one,70.2857,70.0855
2221108,ENSCAFG00000004516,,ENSG00000136738,,ortholog_one2one,94.9814,94.6296
2221368,ENSCAFG00000023975,,ENSG00000165996,,ortholog_one2one,90.0344,90.9722
2221609,ENSCAFG00000032700,,ENSG00000148488,,ortholog_one2one,56.926,75.3769
2221990,ENSCAFG00000004529,,ENSG00000026025,,ortholog_one2many,57.0611,64.1631
2222257,ENSCAFG00000004545,,ENSG00000107614,,ortholog_one2one,86.9565,86.9565
2222545,ENSCAFG00000004568,,ENSG00000107611,,ortholog_one2one,82.3741,82.1695
2222809,ENSCAFG00000004586,,ENSG00000148484,,ortholog_one2one,98.1949,98.1949
2223321,ENSCAFG00000004594,,ENSG00000165983,,ortholog_one2one,80.8333,83.3811
2223566,ENSCAFG00000004591,,ENSG00000165985,,ortholog_one2one,99.6078,99.6078
2223830,ENSCAFG00000023575,,ENSG00000148481,,ortholog_one2one,98.3051,91.236
2224092,ENSCAFG00000004656,,ENSG00000077943,,ortholog_one2one,91.138,85.1364
2224358,ENSCAFG00000004682,,ENSG00000148468,,ortholog_one2one,91.7633,88.8764
2224609,ENSCAFG00000024890,,ENSG00000152465,,ortholog_one2one,79.2899,80.7229
2224867,ENSCAFG00000024373,,ENSG00000152464,,ortholog_one2one,74.0351,74.5583
2225099,ENSCAFG00000046211,,ENSG00000176244,,ortholog_one2one,41.9889,86.3636
2225334,ENSCAFG00000030738,,ENSG00000197889,,ortholog_one2one,95.4545,95.4545
2225539,ENSCAFG00000004692,,ENSG00000152457,,ortholog_one2one,75.1049,77.6012
2225783,ENSCAFG00000004696,,ENSG00000152455,,ortholog_one2one,97.8049,97.8049
2225971,ENSCAFG00000004702,,ENSG00000187522,,ortholog_one2one,95.0884,95.0884
2226218,ENSCAFG00000004706,,ENSG00000185267,,ortholog_one2one,87.7005,87.7005
2226530,ENSCAFG00000004714,,ENSG00000065809,,ortholog_one2one,81.1075,81.3726
2226779,ENSCAFG00000004728,,ENSG00000151474,,ortholog_one2one,88.23,94.514
2227040,ENSCAFG00000004735,,ENSG00000282246,,ortholog_one2many,54.9858,95.0739
2227041,ENSCAFG00000004735,,ENSG00000165630,,ortholog_one2many,96.8661,99.4152
2227299,ENSCAFG00000004736,,ENSG00000165626,,ortholog_one2one,56.7325,67.5214
2227414,ENSCAFG00000004743,,ENSG00000086475,,ortholog_one2many,93.8272,96.9388
2227681,ENSCAFG00000023441,,ENSG00000107537,,ortholog_one2one,54.4118,76.6272
2227957,ENSCAFG00000004749,,ENSG00000165623,,ortholog_one2one,78.9855,78.9855
2228185,ENSCAFG00000004754,,ENSG00000065328,,ortholog_one2one,81.7362,82.8571
2228435,ENSCAFG00000004769,,ENSG00000123240,,ortholog_one2one,80.2632,84.5754
2228679,ENSCAFG00000030997,,ENSG00000151468,,ortholog_one2one,89.0511,90.3704
2228913,ENSCAFG00000004784,,ENSG00000183049,,ortholog_one2one,95.3168,89.8701
2229233,ENSCAFG00000004789,,ENSG00000151465,,ortholog_one2one,54.7619,95.8333
2229483,ENSCAFG00000004794,,ENSG00000165609,,ortholog_one2one,51.25,53.0172
2229737,ENSCAFG00000032738,,ENSG00000065665,,ortholog_one2one,97.5309,99.5798
2229921,ENSCAFG00000004827,,ENSG00000181192,,ortholog_one2one,91.1957,91.2949
2230173,ENSCAFG00000004839,,ENSG00000151461,,ortholog_one2one,97.7183,97.6415
2230432,ENSCAFG00000004856,,ENSG00000148426,,ortholog_one2one,52.008,59.5402
2230602,ENSCAFG00000004859,,ENSG00000134463,,ortholog_one2one,68.6833,63.6964
2230857,ENSCAFG00000004866,,ENSG00000148429,,ortholog_one2one,85.9172,85.3114
2231134,ENSCAFG00000004973,,ENSG00000048740,,ortholog_one2one,90.8257,92.8705
2231447,ENSCAFG00000005019,,ENSG00000107485,,ortholog_one2one,96.8468,96.8468
2231703,ENSCAFG00000005022,,ENSG00000165632,,ortholog_one2one,88.9485,89.2357
2231959,ENSCAFG00000005024,,ENSG00000165629,,ortholog_one2one,95.6376,95.6376
2232248,ENSCAFG00000005034,,ENSG00000151657,,ortholog_one2one,54.007,78.8804
2232531,ENSCAFG00000005057,,ENSG00000151655,,ortholog_one2one,86.7865,86.7865
2232788,ENSCAFG00000005096,,ENSG00000123243,,ortholog_one2one,82.6944,80.1486
2233049,ENSCAFG00000005121,,ENSG00000198879,,ortholog_one2one,92.0582,92.0582
2233302,ENSCAFG00000005169,,ENSG00000065675,,ortholog_one2one,95.3846,96.6006
2233550,ENSCAFG00000005194,,ENSG00000170525,,ortholog_one2one,89.1993,84.331
2233809,ENSCAFG00000005206,,ENSG00000134453,,ortholog_one2one,99.2519,99.2519
2234066,ENSCAFG00000005210,,ENSG00000134460,,ortholog_one2one,61.194,60.2941
2234214,ENSCAFG00000005213,,ENSG00000134470,,ortholog_one2one,39.8406,28.3286
2234314,ENSCAFG00000005218,,ENSG00000134452,,ortholog_one2one,92.065,88.0256
2234542,ENSCAFG00000005221,,ENSG00000134461,,ortholog_one2one,77.1588,76.7313
2234790,ENSCAFG00000005223,,ENSG00000057608,,ortholog_one2many,98.3721,95.0562
2235074,ENSCAFG00000005226,,ENSG00000108021,,ortholog_one2one,64.5818,67.1456
2235306,ENSCAFG00000005233,,ENSG00000196372,,ortholog_one2one,96.5779,91.3669
2235578,ENSCAFG00000005235,,ENSG00000178372,,ortholog_one2one,50.2959,58.2192
2235668,ENSCAFG00000005241,,ENSG00000173848,,ortholog_one2one,71.2766,78.6913
2235978,ENSCAFG00000005248,,ENSG00000178462,,ortholog_one2one,84.3049,84.3049
