dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
ENSCAFG00000019339,,ENSG00000196689,TRPV1,ortholog_one2one,89.0476,88.0
ENSCAFG00000011872,,ENSG00000152254,G6PC2,ortholog_one2one,89.0449,89.2958
ENSCAFG00000016186,,ENSG00000171951,SCG2,ortholog_one2one,89.0435,82.9822
ENSCAFG00000005997,,ENSG00000125772,GPCPD1,ortholog_one2one,89.019,90.4762
ENSCAFG00000006901,,ENSG00000127870,RNF6,ortholog_one2one,89.019,88.7591
ENSCAFG00000000312,,ENSG00000112419,PHACTR2,ortholog_one2one,89.0093,89.1473
ENSCAFG00000014406,,ENSG00000171657,GPR82,ortholog_one2one,88.9881,88.9881
ENSCAFG00000000981,,ENSG00000204209,DAXX,ortholog_one2one,88.9796,88.3784
ENSCAFG00000013039,,ENSG00000138311,ZNF365,ortholog_one2one,88.9706,89.1892
ENSCAFG00000002554,,ENSG00000068784,SRBD1,ortholog_one2one,88.9662,89.9497
ENSCAFG00000009350,,ENSG00000119943,PYROXD2,ortholog_one2one,88.9655,88.8124
ENSCAFG00000028962,,ENSG00000183032,SLC25A21,ortholog_one2one,88.9632,88.9632
ENSCAFG00000025368,,ENSG00000184394,OR4N5,ortholog_one2one,88.961,88.961
ENSCAFG00000014267,,ENSG00000167491,GATAD2A,ortholog_one2one,88.9561,92.7445
ENSCAFG00000031204,,ENSG00000148908,RGS10,ortholog_one2one,88.9503,88.9503
ENSCAFG00000005022,,ENSG00000165632,TAF3,ortholog_one2one,88.9485,89.2357
ENSCAFG00000001106,,ENSG00000196569,LAMA2,ortholog_one2one,88.946,88.6611
ENSCAFG00000005998,,ENSG00000183722,LHFPL6,ortholog_one2one,88.9401,96.5
ENSCAFG00000002608,,ENSG00000105063,PPP6R1,ortholog_one2one,88.9396,88.5358
ENSCAFG00000005187,,ENSG00000136160,EDNRB,ortholog_one2one,88.939,74.0602
ENSCAFG00000006608,,ENSG00000088882,CPXM1,ortholog_one2one,88.9344,88.6921
ENSCAFG00000025002,,ENSG00000197635,DPP4,ortholog_one2one,88.9344,84.9869
ENSCAFG00000009563,,ENSG00000124784,RIOK1,ortholog_one2one,88.9279,89.0845
ENSCAFG00000017070,,ENSG00000104907,TRMT1,ortholog_one2one,88.9226,88.9226
ENSCAFG00000006199,,ENSG00000068650,ATP11A,ortholog_one2one,88.9167,89.5886
ENSCAFG00000016041,,ENSG00000135903,PAX3,ortholog_one2one,88.9105,90.495
ENSCAFG00000004409,,ENSG00000125746,EML2,ortholog_one2one,88.9013,93.2941
ENSCAFG00000015071,,ENSG00000198925,ATG9A,ortholog_one2one,88.9009,98.3313
ENSCAFG00000007025,,ENSG00000188508,KRTDAP,ortholog_one2one,88.8889,88.8889
ENSCAFG00000043258,,ENSG00000232838,PET117,ortholog_one2one,88.8889,88.8889
ENSCAFG00000014887,,ENSG00000163481,RNF25,ortholog_one2one,88.8889,88.8889
ENSCAFG00000000256,,ENSG00000182747,SLC35D3,ortholog_one2one,88.8889,90.3846
ENSCAFG00000017434,,ENSG00000105518,TMEM205,ortholog_one2one,88.8889,88.8889
ENSCAFG00000009819,,ENSG00000064601,CTSA,ortholog_one2one,88.8668,89.759
ENSCAFG00000000636,,ENSG00000204394,VARS1,ortholog_one2one,88.8636,92.8006
ENSCAFG00000014319,,ENSG00000107731,UNC5B,ortholog_one2one,88.8557,94.4974
ENSCAFG00000002704,,ENSG00000130433,CACNG6,ortholog_one2one,88.8462,88.8462
ENSCAFG00000014872,,ENSG00000196968,POFUT4,ortholog_one2one,88.8438,89.0244
ENSCAFG00000019566,,ENSG00000165716,DIPK1B,ortholog_one2one,88.8372,88.6311
ENSCAFG00000006189,,ENSG00000133101,CCNA1,ortholog_one2one,88.8361,80.4301
ENSCAFG00000029466,,ENSG00000180251,SLC9A4,ortholog_one2one,88.8331,88.7218
ENSCAFG00000018751,,ENSG00000187650,VMAC,ortholog_one2one,88.8235,89.3491
ENSCAFG00000000448,,ENSG00000204580,DDR1,ortholog_one2one,88.8211,95.1034
ENSCAFG00000001774,,ENSG00000044090,CUL7,ortholog_one2one,88.8099,84.1751
ENSCAFG00000003598,,ENSG00000187772,LIN28B,ortholog_one2one,88.8031,89.1473
ENSCAFG00000019249,,ENSG00000132383,RPA1,ortholog_one2one,88.7987,88.7987
ENSCAFG00000017366,,ENSG00000197256,KANK2,ortholog_one2one,88.7981,88.5914
ENSCAFG00000015807,,ENSG00000151224,MAT1A,ortholog_one2one,88.785,96.2025
ENSCAFG00000018814,,ENSG00000130254,SAFB2,ortholog_one2one,88.7841,88.8772
ENSCAFG00000028746,,ENSG00000188385,JAKMIP3,ortholog_one2one,88.7838,66.3636
ENSCAFG00000046909,,ENSG00000188000,OR7D2,ortholog_one2one,88.7821,88.7821
ENSCAFG00000017951,,ENSG00000134769,DTNA,ortholog_one2one,88.7793,96.9044
ENSCAFG00000016306,,ENSG00000047365,ARAP2,ortholog_one2one,88.7742,80.7512
ENSCAFG00000018934,,ENSG00000276043,UHRF1,ortholog_one2one,88.7626,82.0303
ENSCAFG00000002119,,ENSG00000135973,GPR45,ortholog_one2one,88.7399,88.9785
ENSCAFG00000023155,,ENSG00000160888,IER2,ortholog_one2one,88.7387,88.3408
ENSCAFG00000015966,,ENSG00000062650,WAPL,ortholog_one2one,88.7335,95.9664
ENSCAFG00000016633,,ENSG00000089472,HEPH,ortholog_one2one,88.7276,85.7261
ENSCAFG00000017204,,ENSG00000151445,VIPAS39,ortholog_one2one,88.716,87.8613
ENSCAFG00000032750,,ENSG00000173559,NABP1,ortholog_one2one,88.7097,53.9216
ENSCAFG00000015161,,ENSG00000148660,CAMK2G,ortholog_one2one,88.707,97.1326
ENSCAFG00000017308,,ENSG00000140022,STON2,ortholog_one2one,88.7043,81.9857
ENSCAFG00000000784,,ENSG00000075234,TTC38,ortholog_one2one,88.6994,88.6994
ENSCAFG00000001114,,ENSG00000146376,ARHGAP18,ortholog_one2one,88.697,85.2187
ENSCAFG00000003351,,ENSG00000157693,TMEM268,ortholog_one2one,88.6957,89.2128
ENSCAFG00000007465,,ENSG00000131941,RHPN2,ortholog_one2one,88.6905,86.8805
ENSCAFG00000018735,,ENSG00000102034,ELF4,ortholog_one2one,88.6878,88.6878
ENSCAFG00000009684,,ENSG00000244274,DBNDD2,ortholog_one2one,88.6792,54.4402
ENSCAFG00000002089,,ENSG00000198087,CD2AP,ortholog_one2one,88.6677,90.6103
ENSCAFG00000011075,,ENSG00000214717,ZBED1,ortholog_one2one,88.6657,89.049
ENSCAFG00000007119,,ENSG00000101331,CCM2L,ortholog_one2one,88.6562,88.9667
ENSCAFG00000023249,,ENSG00000160161,CILP2,ortholog_one2one,88.65,88.7263
ENSCAFG00000000874,,ENSG00000186340,THBS2,ortholog_one2one,88.6325,88.1054
ENSCAFG00000018442,,ENSG00000101577,LPIN2,ortholog_one2one,88.6291,93.0804
ENSCAFG00000002065,,ENSG00000157404,KIT,ortholog_one2one,88.6154,88.5246
ENSCAFG00000012765,,ENSG00000119004,CYP20A1,ortholog_one2one,88.5965,85.9574
ENSCAFG00000020054,,ENSG00000136811,ODF2,ortholog_one2one,88.5965,97.4668
ENSCAFG00000023821,,ENSG00000197446,CYP2F1,ortholog_one2one,88.5947,88.5947
ENSCAFG00000000583,,ENSG00000171217,CLDN20,ortholog_one2one,88.5845,88.5845
ENSCAFG00000004755,,ENSG00000105755,ETHE1,ortholog_one2one,88.5827,86.5385
ENSCAFG00000003260,,ENSG00000115956,PLEK,ortholog_one2one,88.5794,90.8571
ENSCAFG00000004563,,ENSG00000104866,PPP1R37,ortholog_one2one,88.5714,89.725
ENSCAFG00000016265,,ENSG00000181826,RELL1,ortholog_one2one,88.5609,88.5609
ENSCAFG00000006384,,ENSG00000198176,TFDP1,ortholog_one2one,88.5583,94.3902
ENSCAFG00000008947,,ENSG00000170471,RALGAPB,ortholog_one2one,88.5524,97.8581
ENSCAFG00000012594,,ENSG00000169895,SYAP1,ortholog_one2one,88.5475,90.0568
ENSCAFG00000009582,,ENSG00000239264,TXNDC5,ortholog_one2one,88.5449,66.2037
ENSCAFG00000014913,,ENSG00000185818,ASPNAT,ortholog_one2one,88.5449,94.702
ENSCAFG00000018673,,ENSG00000102038,SMARCA1,ortholog_one2one,88.5417,87.3832
ENSCAFG00000006616,,ENSG00000102781,KATNAL1,ortholog_one2one,88.5338,96.1225
ENSCAFG00000019125,,ENSG00000171100,MTM1,ortholog_one2one,88.5321,96.0199
ENSCAFG00000002296,,ENSG00000047315,POLR2B,ortholog_one2one,88.5283,99.9148
ENSCAFG00000015728,,ENSG00000139973,SYT16,ortholog_one2one,88.5271,88.5271
ENSCAFG00000002626,,ENSG00000125503,PPP1R12C,ortholog_one2one,88.5224,85.8056
ENSCAFG00000011030,,ENSG00000066455,GOLGA5,ortholog_one2one,88.518,90.6977
ENSCAFG00000017077,,ENSG00000119685,TTLL5,ortholog_one2one,88.5135,92.0375
ENSCAFG00000030320,,ENSG00000180730,SHISA2,ortholog_one2one,88.5135,88.8136
ENSCAFG00000001941,,ENSG00000137216,TMEM63B,ortholog_one2one,88.5111,90.7452
ENSCAFG00000001965,,ENSG00000137094,DNAJB5,ortholog_one2one,88.5033,97.1429
ENSCAFG00000010641,,ENSG00000112337,SLC17A2,ortholog_one2one,88.4937,88.4937
ENSCAFG00000013969,,ENSG00000147041,SYTL5,ortholog_one2one,88.4921,88.9628
ENSCAFG00000012817,,ENSG00000138443,ABI2,ortholog_one2one,88.488,95.0184
ENSCAFG00000018311,,ENSG00000156414,TDRD9,ortholog_one2one,88.4731,85.5282
ENSCAFG00000002327,,ENSG00000168143,SACK1B,ortholog_one2one,88.4729,88.8229
ENSCAFG00000023535,,ENSG00000176253,OR4K13,ortholog_one2one,88.4615,90.7895
ENSCAFG00000000335,,ENSG00000146414,SHPRH,ortholog_one2one,88.4594,92.2347
ENSCAFG00000004436,,ENSG00000139687,RB1,ortholog_one2one,88.4574,88.3621
ENSCAFG00000002297,,ENSG00000144182,LIPT1,ortholog_one2one,88.4514,90.3485
ENSCAFG00000018829,,ENSG00000165694,FRMD7,ortholog_one2one,88.4507,87.9552
ENSCAFG00000019377,,ENSG00000004660,CAMKK1,ortholog_one2one,88.4314,84.7744
ENSCAFG00000015669,,ENSG00000108175,ZMIZ1,ortholog_one2one,88.4157,97.2821
ENSCAFG00000041227,,ENSG00000213920,MDP1,ortholog_one2one,88.4146,82.3864
ENSCAFG00000002562,,ENSG00000082293,COL19A1,ortholog_one2one,88.4109,88.1786
ENSCAFG00000016107,,ENSG00000074181,NOTCH3,ortholog_one2one,88.4078,81.8182
ENSCAFG00000002818,,ENSG00000070061,ELP1,ortholog_one2one,88.4069,87.8158
ENSCAFG00000000581,,ENSG00000029639,TFB1M,ortholog_one2one,88.4058,88.1503
ENSCAFG00000017101,,ENSG00000119699,TGFB3,ortholog_one2one,88.4026,98.0583
ENSCAFG00000009922,,ENSG00000153250,RBMS1,ortholog_one2one,88.3991,93.8424
ENSCAFG00000013878,,ENSG00000100941,PNN,ortholog_one2one,88.3963,94.5607
ENSCAFG00000005170,,ENSG00000125813,PAX1,ortholog_one2one,88.3929,74.1573
ENSCAFG00000000647,,ENSG00000122335,SERAC1,ortholog_one2one,88.3929,90.8257
ENSCAFG00000032256,,ENSG00000171425,ZNF581,ortholog_one2one,88.3838,88.8325
ENSCAFG00000025088,,ENSG00000144362,PHOSPHO2,ortholog_one2one,88.3817,88.3817
ENSCAFG00000001456,,ENSG00000100116,GCAT,ortholog_one2one,88.3721,85.3933
ENSCAFG00000011712,,ENSG00000186648,CARMIL3,ortholog_one2one,88.369,96.3557
ENSCAFG00000002581,,ENSG00000170681,CAVIN4,ortholog_one2one,88.3657,87.6374
ENSCAFG00000019172,,ENSG00000147383,NSDHL,ortholog_one2one,88.3657,85.5228
ENSCAFG00000003462,,ENSG00000104946,TBC1D17,ortholog_one2one,88.3481,92.4383
ENSCAFG00000029513,,ENSG00000185869,ZNF829,ortholog_one2one,88.345,73.8791
ENSCAFG00000009837,,ENSG00000100979,PLTP,ortholog_one2one,88.3365,93.712
ENSCAFG00000003119,,ENSG00000143951,WDPCP,ortholog_one2one,88.3333,85.2547
ENSCAFG00000017146,,ENSG00000186810,CXCR3,ortholog_one2one,88.3152,78.3133
ENSCAFG00000049281,,ENSG00000165898,ISCA2,ortholog_one2one,88.3117,88.3117
ENSCAFG00000015991,,ENSG00000121897,LIAS,ortholog_one2one,88.3117,91.3979
ENSCAFG00000011177,,ENSG00000155465,SLC7A7,ortholog_one2one,88.3064,85.7143
ENSCAFG00000018041,,ENSG00000140153,WDR20,ortholog_one2one,88.296,83.8235
ENSCAFG00000014175,,ENSG00000115232,ITGA4,ortholog_one2one,88.278,82.4612
ENSCAFG00000004422,,ENSG00000241058,NSUN6,ortholog_one2one,88.2729,88.2729
ENSCAFG00000018792,,ENSG00000160602,NEK8,ortholog_one2one,88.2674,93.4971
ENSCAFG00000017153,,ENSG00000125931,CITED1,ortholog_one2one,88.2353,89.0411
ENSCAFG00000014811,,ENSG00000102221,JADE3,ortholog_one2one,88.2353,89.3074
ENSCAFG00000014999,,ENSG00000163499,CRYBA2,ortholog_one2one,88.2353,91.3706
ENSCAFG00000004728,,ENSG00000151474,FRMD4A,ortholog_one2one,88.23,94.514
ENSCAFG00000019817,,ENSG00000169925,BRD3,ortholog_one2one,88.2195,90.7713
ENSCAFG00000002989,,ENSG00000162929,SANBR,ortholog_one2one,88.2195,91.7827
ENSCAFG00000012805,,ENSG00000115840,SLC25A12,ortholog_one2one,88.2195,97.1976
ENSCAFG00000003238,,ENSG00000148225,WDR31,ortholog_one2one,88.2192,87.7384
ENSCAFG00000014683,,ENSG00000156042,CFAP70,ortholog_one2one,88.2143,88.1356
ENSCAFG00000001717,,ENSG00000100284,TOM1,ortholog_one2one,88.2122,91.0751
ENSCAFG00000015585,,ENSG00000131951,LRRC9,ortholog_one2one,88.2038,88.0857
ENSCAFG00000015244,,ENSG00000054356,PTPRN,ortholog_one2one,88.2,90.0919
ENSCAFG00000014116,,ENSG00000182220,ATP6AP2,ortholog_one2one,88.1868,91.7143
ENSCAFG00000008880,,ENSG00000155629,PIK3AP1,ortholog_one2one,88.1851,89.9379
ENSCAFG00000030401,,ENSG00000170929,OR1M1,ortholog_one2one,88.1789,88.1789
ENSCAFG00000001812,,ENSG00000137074,APTX,ortholog_one2one,88.169,91.5205
ENSCAFG00000006948,,ENSG00000012779,ALOX5,ortholog_one2one,88.162,83.9763
ENSCAFG00000000366,,ENSG00000111961,SASH1,ortholog_one2one,88.1464,88.8532
ENSCAFG00000011646,,ENSG00000136367,ZFHX2,ortholog_one2one,88.1415,88.1415
ENSCAFG00000000168,,ENSG00000082212,ME2,ortholog_one2one,88.1384,91.6096
ENSCAFG00000031073,,ENSG00000235608,NKX1-1,ortholog_one2one,88.1356,81.25
ENSCAFG00000013335,,ENSG00000151327,FAM177A1,ortholog_one2one,88.1356,88.1356
ENSCAFG00000044089,,ENSG00000171433,GLOD5,ortholog_one2one,88.125,88.125
ENSCAFG00000019794,,ENSG00000123453,SARDH,ortholog_one2one,88.123,90.5229
ENSCAFG00000006294,,ENSG00000133121,STARD13,ortholog_one2one,88.1162,89.9371
ENSCAFG00000012414,,ENSG00000148541,FAM13C,ortholog_one2one,88.0992,87.9538
ENSCAFG00000017612,,ENSG00000100628,ASB2,ortholog_one2one,88.0952,87.4016
ENSCAFG00000010411,,ENSG00000148843,PDCD11,ortholog_one2one,88.094,88.141
ENSCAFG00000019695,,ENSG00000107187,LHX3,ortholog_one2one,88.0893,88.3085
ENSCAFG00000001560,,ENSG00000164627,KIF6,ortholog_one2one,88.089,82.6781
ENSCAFG00000032734,,ENSG00000152315,KCNK13,ortholog_one2one,88.0779,88.7255
ENSCAFG00000001117,,ENSG00000164484,TMEM200A,ortholog_one2one,88.0716,90.224
ENSCAFG00000000296,,ENSG00000112414,ADGRG6,ortholog_one2one,88.0632,89.12
ENSCAFG00000014383,,ENSG00000012983,MAP4K5,ortholog_one2one,88.0447,93.1442
ENSCAFG00000012096,,ENSG00000155744,HYCC2,ortholog_one2one,88.0342,97.1698
ENSCAFG00000011591,,ENSG00000004961,HCCS,ortholog_one2one,88.0309,85.0746
ENSCAFG00000009491,,ENSG00000124785,NRN1,ortholog_one2one,88.0282,74.4048
ENSCAFG00000017688,,ENSG00000241343,RPL36A,ortholog_one2one,88.0282,88.0282
ENSCAFG00000018537,,ENSG00000158290,CUL4B,ortholog_one2one,88.0275,98.2475
ENSCAFG00000002913,,ENSG00000132467,UTP3,ortholog_one2one,88.0252,87.4739
ENSCAFG00000041466,,ENSG00000118680,MYL12B,ortholog_one2one,88.0239,85.4651
ENSCAFG00000028936,,ENSG00000157343,ARMC12,ortholog_one2one,88.0109,88.0109
ENSCAFG00000018132,,ENSG00000141384,TAF4B,ortholog_one2one,88.0046,88.0046
ENSCAFG00000013710,,ENSG00000138346,DNA2,ortholog_one2one,88.0039,84.434
ENSCAFG00000000614,,ENSG00000204421,LY6G6C,ortholog_one2one,88.0,88.0
ENSCAFG00000018862,,ENSG00000175354,PTPN2,ortholog_one2one,87.9902,86.506
ENSCAFG00000019129,,ENSG00000167695,TLCD3A,ortholog_one2one,87.9845,88.3269
ENSCAFG00000000425,,ENSG00000146476,DCPH1,ortholog_one2one,87.9819,87.9819
ENSCAFG00000002039,,ENSG00000072201,LNX1,ortholog_one2one,87.9781,88.4615
ENSCAFG00000013167,,ENSG00000151320,AKAP6,ortholog_one2one,87.9689,87.9689
ENSCAFG00000015364,,ENSG00000100023,PPIL2,ortholog_one2one,87.9541,87.2865
ENSCAFG00000012696,,ENSG00000077380,DYNC1I2,ortholog_one2one,87.9501,99.5298
ENSCAFG00000000212,,ENSG00000146411,SLC2A12,ortholog_one2one,87.9479,87.5203
ENSCAFG00000006008,,ENSG00000125255,SLC10A2,ortholog_one2one,87.931,87.931
ENSCAFG00000002641,,ENSG00000068724,TTC7A,ortholog_one2one,87.9108,84.9206
ENSCAFG00000000926,,ENSG00000100271,TTLL1,ortholog_one2one,87.8995,91.0165
ENSCAFG00000014101,,ENSG00000165762,OR4K2,ortholog_one2one,87.8981,87.8981
ENSCAFG00000015435,,ENSG00000102312,PORCN,ortholog_one2one,87.8968,96.0954
ENSCAFG00000010151,,ENSG00000187566,NHLRC1,ortholog_one2one,87.8947,84.557
ENSCAFG00000000247,,ENSG00000135525,MAP7,ortholog_one2one,87.8906,86.6496
ENSCAFG00000009573,,ENSG00000101104,PABPC1L,ortholog_one2one,87.8887,86.7528
ENSCAFG00000013096,,ENSG00000091428,RAPGEF4,ortholog_one2one,87.8885,81.1078
ENSCAFG00000003675,,ENSG00000142538,PTH2,ortholog_one2one,87.8788,87.0
ENSCAFG00000009753,,ENSG00000107815,TWNK,ortholog_one2one,87.8655,87.8655
ENSCAFG00000000416,,ENSG00000204564,C6orf136,ortholog_one2one,87.8594,55.4436
ENSCAFG00000007010,,ENSG00000107551,RASSF4,ortholog_one2one,87.8505,87.8505
ENSCAFG00000004264,,ENSG00000151023,ENKUR,ortholog_one2one,87.8431,87.5
ENSCAFG00000018179,,ENSG00000077279,DCX,ortholog_one2one,87.8412,96.7213
ENSCAFG00000031859,,ENSG00000079150,FKBP7,ortholog_one2one,87.8378,87.8378
ENSCAFG00000000187,,ENSG00000135569,TAAR5,ortholog_one2one,87.8338,87.8338
ENSCAFG00000004332,,ENSG00000148459,PDSS1,ortholog_one2one,87.8307,80.0
ENSCAFG00000016531,,ENSG00000152990,ADGRA3,ortholog_one2one,87.8303,83.0432
ENSCAFG00000029919,,ENSG00000169583,CLIC3,ortholog_one2one,87.8151,88.5593
ENSCAFG00000007888,,ENSG00000186188,FFAR4,ortholog_one2one,87.8116,84.0849
ENSCAFG00000014871,,ENSG00000100523,DDHD1,ortholog_one2one,87.8023,92.7778
ENSCAFG00000004201,,ENSG00000105281,SLC1A5,ortholog_one2one,87.8004,87.8004
ENSCAFG00000017144,,ENSG00000071246,VASH1,ortholog_one2one,87.7984,90.6849
ENSCAFG00000011426,,ENSG00000124212,PTGIS,ortholog_one2one,87.7895,83.4
ENSCAFG00000029145,,ENSG00000169618,PROKR1,ortholog_one2one,87.7863,87.7863
ENSCAFG00000018122,,ENSG00000154080,CHST9,ortholog_one2one,87.7828,87.5846
ENSCAFG00000003090,,ENSG00000173163,COMMD1,ortholog_one2one,87.766,86.8421
ENSCAFG00000007302,,ENSG00000107854,TNKS2,ortholog_one2one,87.766,99.0566
ENSCAFG00000024101,,ENSG00000124302,CHST8,ortholog_one2one,87.7647,87.9717
ENSCAFG00000006675,,ENSG00000149488,TMC2,ortholog_one2one,87.7618,87.8587
ENSCAFG00000000740,,ENSG00000146453,PNLDC1,ortholog_one2one,87.7589,87.7589
ENSCAFG00000014494,,ENSG00000065548,ZC3H15,ortholog_one2one,87.7462,94.1315
ENSCAFG00000014314,,ENSG00000105705,SUGP1,ortholog_one2one,87.7458,89.9225
ENSCAFG00000015801,,ENSG00000012211,PRICKLE3,ortholog_one2one,87.7419,88.4553
ENSCAFG00000012331,,ENSG00000122870,BICC1,ortholog_one2one,87.7406,88.9117
ENSCAFG00000032399,,ENSG00000159873,CCDC117,ortholog_one2one,87.7256,87.0968
ENSCAFG00000009776,,ENSG00000168612,ZSWIM1,ortholog_one2one,87.7193,82.4742
ENSCAFG00000004377,,ENSG00000107897,ACBD5,ortholog_one2one,87.7127,86.8914
ENSCAFG00000023076,,ENSG00000130711,PRDM12,ortholog_one2one,87.7049,87.4659
ENSCAFG00000004706,,ENSG00000185267,CDNF,ortholog_one2one,87.7005,87.7005
ENSCAFG00000012969,,ENSG00000185133,INPP5J,ortholog_one2one,87.6984,87.8728
ENSCAFG00000005433,,ENSG00000125257,ABCC4,ortholog_one2one,87.6712,86.9434
ENSCAFG00000009639,,ENSG00000124134,KCNS1,ortholog_one2one,87.666,87.8327
ENSCAFG00000000052,,ENSG00000071991,CDH19,ortholog_one2one,87.6623,87.4352
ENSCAFG00000007038,,ENSG00000101294,HM13,ortholog_one2one,87.6485,86.6197
ENSCAFG00000001753,,ENSG00000112640,PPP2R5D,ortholog_one2one,87.6471,99.0033
ENSCAFG00000006001,,ENSG00000120685,PROSER1,ortholog_one2one,87.6452,87.9237
ENSCAFG00000002493,,ENSG00000118482,PHF3,ortholog_one2one,87.6404,87.9843
ENSCAFG00000002021,,ENSG00000112796,ENPP5,ortholog_one2one,87.631,87.631
ENSCAFG00000019640,,ENSG00000155961,RAB39B,ortholog_one2one,87.619,86.385
ENSCAFG00000010457,,ENSG00000111913,RIPOR2,ortholog_one2one,87.6173,87.4532
ENSCAFG00000014625,,ENSG00000127837,AAMP,ortholog_one2one,87.6068,94.2529
ENSCAFG00000009336,,ENSG00000101057,MYBL2,ortholog_one2one,87.6033,90.8571
ENSCAFG00000015201,,ENSG00000099940,SNAP29,ortholog_one2one,87.5969,87.5969
ENSCAFG00000015785,,ENSG00000196998,WDR45,ortholog_one2one,87.5931,95.1482
ENSCAFG00000007636,,ENSG00000169021,UQCRFS1,ortholog_one2one,87.5912,87.5912
ENSCAFG00000024873,,ENSG00000205143,ARID3C,ortholog_one2one,87.5912,87.3786
ENSCAFG00000017568,,ENSG00000007952,NOX1,ortholog_one2one,87.5887,87.5887
ENSCAFG00000012106,,ENSG00000186998,EMID1,ortholog_one2one,87.5862,85.618
ENSCAFG00000017883,,ENSG00000123572,NRK,ortholog_one2one,87.5821,84.2604
ENSCAFG00000012459,,ENSG00000176635,HORMAD2,ortholog_one2one,87.5817,87.2964
ENSCAFG00000018682,,ENSG00000076351,SLC46A1,ortholog_one2one,87.5817,87.5817
ENSCAFG00000004459,,ENSG00000104881,PPP1R13L,ortholog_one2one,87.5776,51.087
ENSCAFG00000012387,,ENSG00000154479,CFAP210,ortholog_one2one,87.5676,88.0435
ENSCAFG00000016136,,ENSG00000099954,CECR2,ortholog_one2one,87.5672,76.8868
ENSCAFG00000005311,,ENSG00000179399,GPC5,ortholog_one2one,87.5657,87.4126
ENSCAFG00000007207,,ENSG00000150457,LATS2,ortholog_one2one,87.5576,87.3162
ENSCAFG00000001997,,ENSG00000109182,CWH43,ortholog_one2one,87.5549,85.5508
ENSCAFG00000005428,,ENSG00000105204,DYRK1B,ortholog_one2one,87.5543,96.1844
ENSCAFG00000000760,,ENSG00000085511,MAP3K4,ortholog_one2one,87.5521,91.4179
ENSCAFG00000020140,,ENSG00000136856,SLC2A8,ortholog_one2one,87.5519,88.4696
ENSCAFG00000015287,,ENSG00000100567,PSMA3,ortholog_one2one,87.5486,88.2353
ENSCAFG00000009373,,ENSG00000151687,ANKAR,ortholog_one2one,87.5458,83.3333
ENSCAFG00000031849,,ENSG00000163002,NUP35,ortholog_one2one,87.5354,94.7853
ENSCAFG00000012006,,ENSG00000196290,NIF3L1,ortholog_one2one,87.5332,87.5332
ENSCAFG00000014083,,ENSG00000138316,ADAMTS14,ortholog_one2one,87.5306,87.602
ENSCAFG00000001509,,ENSG00000278195,SSTR3,ortholog_one2one,87.5294,88.9952
ENSCAFG00000007533,,ENSG00000105186,ANKRD27,ortholog_one2one,87.5256,81.5238
ENSCAFG00000000020,,ENSG00000179981,TSHZ1,ortholog_one2one,87.5228,89.2293
ENSCAFG00000001444,,ENSG00000146192,FGD2,ortholog_one2one,87.519,87.7863
ENSCAFG00000011398,,ENSG00000139880,CDH24,ortholog_one2one,87.515,89.011
ENSCAFG00000002235,,ENSG00000115526,CHST10,ortholog_one2one,87.5,92.4157
ENSCAFG00000018378,,ENSG00000077713,SLC25A43,ortholog_one2one,87.5,88.2698
ENSCAFG00000014129,,ENSG00000185753,CXorf38,ortholog_one2one,87.5,87.7743
ENSCAFG00000031443,,ENSG00000124882,EREG,ortholog_one2one,87.5,82.8402
ENSCAFG00000017914,,ENSG00000147231,RADX,ortholog_one2one,87.471,88.1871
ENSCAFG00000017925,,ENSG00000185559,DLK1,ortholog_one2one,87.4674,87.4674
ENSCAFG00000011694,,ENSG00000100095,SEZ6L,ortholog_one2one,87.4528,90.5273
ENSCAFG00000002721,,ENSG00000115239,ASB3,ortholog_one2one,87.4525,88.8031
ENSCAFG00000012876,,ENSG00000163599,CTLA4,ortholog_one2one,87.4439,87.4439
ENSCAFG00000014845,,ENSG00000125386,FAM193A,ortholog_one2one,87.4317,84.4884
ENSCAFG00000009742,,ENSG00000055950,MRPL43,ortholog_one2one,87.4214,53.2567
ENSCAFG00000011595,,ENSG00000047648,ARHGAP6,ortholog_one2one,87.4189,69.1992
ENSCAFG00000012437,,ENSG00000100445,SDR39U1,ortholog_one2one,87.415,87.7133
ENSCAFG00000017406,,ENSG00000188419,CHM,ortholog_one2one,87.4052,88.2083
ENSCAFG00000015413,,ENSG00000165644,COMTD1,ortholog_one2one,87.4046,87.4046
ENSCAFG00000013182,,ENSG00000129521,EGLN3,ortholog_one2one,87.4046,95.8159
ENSCAFG00000019083,,ENSG00000141985,SH3GL1,ortholog_one2one,87.4036,92.3913
ENSCAFG00000017229,,ENSG00000100601,ALKBH1,ortholog_one2one,87.4036,87.4036
ENSCAFG00000001732,,ENSG00000100281,HMGXB4,ortholog_one2one,87.4028,93.5108
ENSCAFG00000028577,,ENSG00000047597,XK,ortholog_one2one,87.3874,87.3874
ENSCAFG00000005668,,ENSG00000132623,ANKEF1,ortholog_one2one,87.3711,87.3711
ENSCAFG00000000549,,ENSG00000112031,MTRF1L,ortholog_one2one,87.3684,87.3684
ENSCAFG00000023802,,ENSG00000126947,ARMCX1,ortholog_one2one,87.3638,88.521
ENSCAFG00000013836,,ENSG00000144445,KANSL1L,ortholog_one2one,87.361,87.538
